Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	complexity	item1	item2	list	item
A8O6G	Male	Graduate degree (Masters, Doctorate, etc.)	English	58	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A3KEU	Male	Associates degree	english	48	Neg_Morph_Fair_Unfair	6	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A39DP	Female	Bachelors degree	English	28	Neg_Morph_Fair_Unfair	5	Neg	Morph	Fair	Unfair	b	Fair_Unfair
AFA88	Male	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Morph_Fair_Unfair	1	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A3DWK	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	25	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
ADOA6	Female	Bachelors degree	English	28	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
AQ3OF	Female	Bachelors degree	english	28	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A2T2R	Male	Some college, no degree	English	33	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
ALCSN	Female	Bachelors degree	english	28	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
AZCGS	Male	Some High School	English	25	Neg_Morph_Fair_Unfair	6	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A2GJY	Female	Some college, no degree	English	24	Neg_Morph_Fair_Unfair	7	Neg	Morph	Fair	Unfair	b	Fair_Unfair
AF5TV	Female	Graduate degree (Masters, Doctorate, etc.)	english	45	Neg_Morph_Fair_Unfair	3	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A3OT6	Male	Bachelors degree	english	28	Neg_Morph_Fair_Unfair	6	Neg	Morph	Fair	Unfair	b	Fair_Unfair
A1CVZ	Male	Bachelors degree	english	28	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A1PFG	Male	Bachelors degree	ENGLISH	31	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
AYWVS	Male	Associates degree	English	31	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A20VN	Female	Some college, no degree	english	57	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A3PIU	Male	Bachelors degree	English	40	Neg_Morph_Friendly_Unfriendly	6	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A1SHL	Female	Bachelors degree	english	55	Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
AX3N0	Male	Bachelors degree	English	29	Neg_Morph_Friendly_Unfriendly	1	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A2FOB	Female	Some High School	english	27	Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
ALTMS	Male	Graduate degree (Masters, Doctorate, etc.)	English	72	Neg_Morph_Friendly_Unfriendly	6	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A12IH	Male	High School Graduate	English	36	Neg_Morph_Friendly_Unfriendly	1	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A10M9	Female	Bachelors degree	English	32	Neg_Morph_Friendly_Unfriendly	2	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
ANO5I	Male	Bachelors degree	English	31	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A23FE	Male	Associates degree	english	48	Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A1PTY	Female	Bachelors degree	english	31	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A8O6G	Male	Graduate degree (Masters, Doctorate, etc.)	English	58	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A3KEU	Male	Associates degree	english	48	Neg_Morph_Friendly_Unfriendly	6	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A39DP	Female	Bachelors degree	English	28	Neg_Morph_Friendly_Unfriendly	4	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
AFA88	Male	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Morph_Friendly_Unfriendly	1	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A3DWK	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	25	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
ADOA6	Female	Bachelors degree	English	28	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
AQ3OF	Female	Bachelors degree	english	28	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A2T2R	Male	Some college, no degree	English	33	Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
ALCSN	Female	Bachelors degree	english	28	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
AZCGS	Male	Some High School	English	25	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A2GJY	Female	Some college, no degree	English	24	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
AF5TV	Female	Graduate degree (Masters, Doctorate, etc.)	english	45	Neg_Morph_Friendly_Unfriendly	5	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A3OT6	Male	Bachelors degree	english	28	Neg_Morph_Friendly_Unfriendly	7	Neg	Morph	Friendly	Unfriendly	b	Friendly_Unfriendly
A1CVZ	Male	Bachelors degree	english	28	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A1PFG	Male	Bachelors degree	ENGLISH	31	Neg_Morph_Polite_Impolite	6	Neg	Morph	Polite	Impolite	b	Polite_Impolite
AYWVS	Male	Associates degree	English	31	Neg_Morph_Polite_Impolite	6	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A20VN	Female	Some college, no degree	english	57	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A3PIU	Male	Bachelors degree	English	40	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A1SHL	Female	Bachelors degree	english	55	Neg_Morph_Polite_Impolite	5	Neg	Morph	Polite	Impolite	b	Polite_Impolite
AX3N0	Male	Bachelors degree	English	29	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A2FOB	Female	Some High School	english	27	Neg_Morph_Polite_Impolite	5	Neg	Morph	Polite	Impolite	b	Polite_Impolite
ALTMS	Male	Graduate degree (Masters, Doctorate, etc.)	English	72	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A12IH	Male	High School Graduate	English	36	Neg_Morph_Polite_Impolite	1	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A10M9	Female	Bachelors degree	English	32	Neg_Morph_Polite_Impolite	5	Neg	Morph	Polite	Impolite	b	Polite_Impolite
ANO5I	Male	Bachelors degree	English	31	Neg_Morph_Polite_Impolite	1	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A23FE	Male	Associates degree	english	48	Neg_Morph_Polite_Impolite	6	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A1PTY	Female	Bachelors degree	english	31	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A8O6G	Male	Graduate degree (Masters, Doctorate, etc.)	English	58	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A3KEU	Male	Associates degree	english	48	Neg_Morph_Polite_Impolite	6	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A39DP	Female	Bachelors degree	English	28	Neg_Morph_Polite_Impolite	6	Neg	Morph	Polite	Impolite	b	Polite_Impolite
AFA88	Male	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Morph_Polite_Impolite	1	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A3DWK	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	25	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
ADOA6	Female	Bachelors degree	English	28	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
AQ3OF	Female	Bachelors degree	english	28	Neg_Morph_Polite_Impolite	7	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A2T2R	Male	Some college, no degree	English	33	Neg_Morph_Polite_Impolite	6	Neg	Morph	Polite	Impolite	b	Polite_Impolite
ALCSN	Female	Bachelors degree	english	28	Neg_Morph_Polite_Impolite	6	Neg	Morph	Polite	Impolite	b	Polite_Impolite
AZCGS	Male	Some High School	English	25	Neg_Morph_Polite_Impolite	5	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A2GJY	Female	Some college, no degree	English	24	Neg_Morph_Polite_Impolite	1	Neg	Morph	Polite	Impolite	b	Polite_Impolite
AF5TV	Female	Graduate degree (Masters, Doctorate, etc.)	english	45	Neg_Morph_Polite_Impolite	5	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A3OT6	Male	Bachelors degree	english	28	Neg_Morph_Polite_Impolite	6	Neg	Morph	Polite	Impolite	b	Polite_Impolite
A1CVZ	Male	Bachelors degree	english	28	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A1PFG	Male	Bachelors degree	ENGLISH	31	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
AYWVS	Male	Associates degree	English	31	Neg_Morph_Possible_Impossible	5	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A20VN	Female	Some college, no degree	english	57	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A3PIU	Male	Bachelors degree	English	40	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A1SHL	Female	Bachelors degree	english	55	Neg_Morph_Possible_Impossible	5	Neg	Morph	Possible	Impossible	b	Possible_Impossible
AX3N0	Male	Bachelors degree	English	29	Neg_Morph_Possible_Impossible	1	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A2FOB	Female	Some High School	english	27	Neg_Morph_Possible_Impossible	5	Neg	Morph	Possible	Impossible	b	Possible_Impossible
ALTMS	Male	Graduate degree (Masters, Doctorate, etc.)	English	72	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A12IH	Male	High School Graduate	English	36	Neg_Morph_Possible_Impossible	5	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A10M9	Female	Bachelors degree	English	32	Neg_Morph_Possible_Impossible	6	Neg	Morph	Possible	Impossible	b	Possible_Impossible
ANO5I	Male	Bachelors degree	English	31	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A23FE	Male	Associates degree	english	48	Neg_Morph_Possible_Impossible	5	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A1PTY	Female	Bachelors degree	english	31	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A8O6G	Male	Graduate degree (Masters, Doctorate, etc.)	English	58	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A3KEU	Male	Associates degree	english	48	Neg_Morph_Possible_Impossible	5	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A39DP	Female	Bachelors degree	English	28	Neg_Morph_Possible_Impossible	4	Neg	Morph	Possible	Impossible	b	Possible_Impossible
AFA88	Male	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A3DWK	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	25	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
ADOA6	Female	Bachelors degree	English	28	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
AQ3OF	Female	Bachelors degree	english	28	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A2T2R	Male	Some college, no degree	English	33	Neg_Morph_Possible_Impossible	6	Neg	Morph	Possible	Impossible	b	Possible_Impossible
ALCSN	Female	Bachelors degree	english	28	Neg_Morph_Possible_Impossible	6	Neg	Morph	Possible	Impossible	b	Possible_Impossible
AZCGS	Male	Some High School	English	25	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A2GJY	Female	Some college, no degree	English	24	Neg_Morph_Possible_Impossible	7	Neg	Morph	Possible	Impossible	b	Possible_Impossible
AF5TV	Female	Graduate degree (Masters, Doctorate, etc.)	english	45	Neg_Morph_Possible_Impossible	3	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A3OT6	Male	Bachelors degree	english	28	Neg_Morph_Possible_Impossible	4	Neg	Morph	Possible	Impossible	b	Possible_Impossible
A1CVZ	Male	Bachelors degree	english	28	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A1PFG	Male	Bachelors degree	ENGLISH	31	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
AYWVS	Male	Associates degree	English	31	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A20VN	Female	Some college, no degree	english	57	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A3PIU	Male	Bachelors degree	English	40	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A1SHL	Female	Bachelors degree	english	55	Neg_Morph_Satisfactory_Unsatisfactory	5	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
AX3N0	Male	Bachelors degree	English	29	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A2FOB	Female	Some High School	english	27	Neg_Morph_Satisfactory_Unsatisfactory	4	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
ALTMS	Male	Graduate degree (Masters, Doctorate, etc.)	English	72	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A12IH	Male	High School Graduate	English	36	Neg_Morph_Satisfactory_Unsatisfactory	6	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A10M9	Female	Bachelors degree	English	32	Neg_Morph_Satisfactory_Unsatisfactory	6	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
ANO5I	Male	Bachelors degree	English	31	Neg_Morph_Satisfactory_Unsatisfactory	6	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A23FE	Male	Associates degree	english	48	Neg_Morph_Satisfactory_Unsatisfactory	5	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A1PTY	Female	Bachelors degree	english	31	Neg_Morph_Satisfactory_Unsatisfactory	5	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A8O6G	Male	Graduate degree (Masters, Doctorate, etc.)	English	58	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A3KEU	Male	Associates degree	english	48	Neg_Morph_Satisfactory_Unsatisfactory	6	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A39DP	Female	Bachelors degree	English	28	Neg_Morph_Satisfactory_Unsatisfactory	6	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
AFA88	Male	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Morph_Satisfactory_Unsatisfactory	1	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A3DWK	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	25	Neg_Morph_Satisfactory_Unsatisfactory	1	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
ADOA6	Female	Bachelors degree	English	28	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
AQ3OF	Female	Bachelors degree	english	28	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A2T2R	Male	Some college, no degree	English	33	Neg_Morph_Satisfactory_Unsatisfactory	5	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
ALCSN	Female	Bachelors degree	english	28	Neg_Morph_Satisfactory_Unsatisfactory	6	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
AZCGS	Male	Some High School	English	25	Neg_Morph_Satisfactory_Unsatisfactory	6	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A2GJY	Female	Some college, no degree	English	24	Neg_Morph_Satisfactory_Unsatisfactory	7	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
AF5TV	Female	Graduate degree (Masters, Doctorate, etc.)	english	45	Neg_Morph_Satisfactory_Unsatisfactory	3	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A3OT6	Male	Bachelors degree	english	28	Neg_Morph_Satisfactory_Unsatisfactory	3	Neg	Morph	Satisfactory	Unsatisfactory	b	Satisfactory_Unsatisfactory
A1CVZ	Male	Bachelors degree	english	28	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A1PFG	Male	Bachelors degree	ENGLISH	31	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
AYWVS	Male	Associates degree	English	31	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A20VN	Female	Some college, no degree	english	57	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A3PIU	Male	Bachelors degree	English	40	Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A1SHL	Female	Bachelors degree	english	55	Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
AX3N0	Male	Bachelors degree	English	29	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A2FOB	Female	Some High School	english	27	Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
ALTMS	Male	Graduate degree (Masters, Doctorate, etc.)	English	72	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A12IH	Male	High School Graduate	English	36	Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A10M9	Female	Bachelors degree	English	32	Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
ANO5I	Male	Bachelors degree	English	31	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A23FE	Male	Associates degree	english	48	Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A1PTY	Female	Bachelors degree	english	31	Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A8O6G	Male	Graduate degree (Masters, Doctorate, etc.)	English	58	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A3KEU	Male	Associates degree	english	48	Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A39DP	Female	Bachelors degree	English	28	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
AFA88	Male	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A3DWK	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	25	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
ADOA6	Female	Bachelors degree	English	28	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
AQ3OF	Female	Bachelors degree	english	28	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A2T2R	Male	Some college, no degree	English	33	Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
ALCSN	Female	Bachelors degree	english	28	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
AZCGS	Male	Some High School	English	25	Neg_Nonmorph_Happy_Sad	5	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A2GJY	Female	Some college, no degree	English	24	Neg_Nonmorph_Happy_Sad	7	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
AF5TV	Female	Graduate degree (Masters, Doctorate, etc.)	english	45	Neg_Nonmorph_Happy_Sad	6	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A3OT6	Male	Bachelors degree	english	28	Neg_Nonmorph_Happy_Sad	3	Neg	Nonmorph	Happy	Sad	b	Happy_Sad
A1CVZ	Male	Bachelors degree	english	28	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
A1PFG	Male	Bachelors degree	ENGLISH	31	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
AYWVS	Male	Associates degree	English	31	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
A20VN	Female	Some college, no degree	english	57	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
A3PIU	Male	Bachelors degree	English	40	Neg_Nonmorph_Long_Short	6	Neg	Nonmorph	Long	Short	b	Long_Short
A1SHL	Female	Bachelors degree	english	55	Neg_Nonmorph_Long_Short	5	Neg	Nonmorph	Long	Short	b	Long_Short
AX3N0	Male	Bachelors degree	English	29	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
A2FOB	Female	Some High School	english	27	Neg_Nonmorph_Long_Short	4	Neg	Nonmorph	Long	Short	b	Long_Short
ALTMS	Male	Graduate degree (Masters, Doctorate, etc.)	English	72	Neg_Nonmorph_Long_Short	5	Neg	Nonmorph	Long	Short	b	Long_Short
A12IH	Male	High School Graduate	English	36	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
A10M9	Female	Bachelors degree	English	32	Neg_Nonmorph_Long_Short	3	Neg	Nonmorph	Long	Short	b	Long_Short
ANO5I	Male	Bachelors degree	English	31	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
A23FE	Male	Associates degree	english	48	Neg_Nonmorph_Long_Short	6	Neg	Nonmorph	Long	Short	b	Long_Short
A1PTY	Female	Bachelors degree	english	31	Neg_Nonmorph_Long_Short	5	Neg	Nonmorph	Long	Short	b	Long_Short
A8O6G	Male	Graduate degree (Masters, Doctorate, etc.)	English	58	Neg_Nonmorph_Long_Short	6	Neg	Nonmorph	Long	Short	b	Long_Short
A3KEU	Male	Associates degree	english	48	Neg_Nonmorph_Long_Short	NA	Neg	Nonmorph	Long	Short	b	Long_Short
A39DP	Female	Bachelors degree	English	28	Neg_Nonmorph_Long_Short	5	Neg	Nonmorph	Long	Short	b	Long_Short
AFA88	Male	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Nonmorph_Long_Short	6	Neg	Nonmorph	Long	Short	b	Long_Short
A3DWK	Male	Graduate degree (Masters, Doctorate, etc.)	ENGLISH	25	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
ADOA6	Female	Bachelors degree	English	28	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
AQ3OF	Female	Bachelors degree	english	28	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
A2T2R	Male	Some college, no degree	English	33	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
ALCSN	Female	Bachelors degree	english	28	Neg_Nonmorph_Long_Short	6	Neg	Nonmorph	Long	Short	b	Long_Short
AZCGS	Male	Some High School	English	25	Neg_Nonmorph_Long_Short	4	Neg	Nonmorph	Long	Short	b	Long_Short
A2GJY	Female	Some college, no degree	English	24	Neg_Nonmorph_Long_Short	7	Neg	Nonmorph	Long	Short	b	Long_Short
AF5TV	Female	Graduate degree (Masters, Doctorate, etc.)	english	45	Neg_Nonmorph_Long_Short	4	Neg	Nonmorph	Long	Short	b	Long_Short
A3OT6	Male	Bachelors degree	english	28	Neg_Nonmorph_Long_Short	6	Neg	Nonmorph	Long	Short	b	Long_Short
A1CVZ	Male	Bachelors degree	english	28	Neg_Nonmorph_Polite_Rude	7	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
A1PFG	Male	Bachelors degree	ENGLISH	31	Neg_Nonmorph_Polite_Rude	7	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
AYWVS	Male	Associates degree	English	31	Neg_Nonmorph_Polite_Rude	3	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
A20VN	Female	Some college, no degree	english	57	Neg_Nonmorph_Polite_Rude	7	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
A3PIU	Male	Bachelors degree	English	40	Neg_Nonmorph_Polite_Rude	7	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
A1SHL	Female	Bachelors degree	english	55	Neg_Nonmorph_Polite_Rude	5	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
AX3N0	Male	Bachelors degree	English	29	Neg_Nonmorph_Polite_Rude	7	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
A2FOB	Female	Some High School	english	27	Neg_Nonmorph_Polite_Rude	4	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
ALTMS	Male	Graduate degree (Masters, Doctorate, etc.)	English	72	Neg_Nonmorph_Polite_Rude	7	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
A12IH	Male	High School Graduate	English	36	Neg_Nonmorph_Polite_Rude	3	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
A10M9	Female	Bachelors degree	English	32	Neg_Nonmorph_Polite_Rude	3	Neg	Nonmorph	Polite	Rude	b	Polite_Rude
